SPK_SPKC01a,SPK_SPKC09a,SPK_SPKC09b
103.685475,123.921675,169.291875
103.70995,124.01915,169.4234
103.73165,124.125825,169.7934
103.761975,124.31395,170.02415
103.78345,124.441075,170.413225
103.80345,124.494175,170.634425
103.819925,124.5828,170.9037
103.8459,124.61195,170.930225
103.889325,124.63365,170.976875
103.913775,124.696475,171.05255
103.934375,124.726275,171.207825
103.958925,124.762375,171.589675
103.992475,124.79855,171.640425
104.016075,124.89365,171.772225
104.038275,125.365875,171.94105
104.068725,125.41185,172.07245
104.0896,125.487425,172.2155
104.1076,125.62485,172.331825
104.149125,125.703425,172.468875
104.183275,125.8864,172.565475
104.21235,127.7992,173.3604
104.249125,127.820275,173.628525
104.2696,127.8358,173.7372
104.2901,127.87335,173.930925
104.32345,127.896375,174.307725
104.352475,127.9116,174.594875
104.379375,127.92395,174.754025
104.395725,127.974025,174.802425
104.41105,128.022725,174.8738
104.442225,128.03285,174.942575
104.474375,128.0526,175.0802
104.520425,128.07765,175.2204
104.559125,128.11375,175.5608
104.589725,128.138875,175.766
104.61645,128.187725,175.9543
104.6513,128.202375,176.02
104.685325,128.2867,176.1209
104.72375,128.295975,176.343475
104.76735,128.334625,176.503475
104.816975,128.36085,176.5833
104.871525,128.42325,176.844875
104.91535,128.49755,177.084625
104.9543,128.52985,177.346875
105.001875,128.589875,177.4764
105.08345,128.60305,178.13825
105.1439,128.6205,178.75205
105.22975,128.71145,178.79575
106.843175,128.722625,178.9822
107.0354,128.79835,179.0629
107.103125,128.828475,179.4607
107.262425,128.89735,179.6227
107.621475,128.929675,179.647875
107.73635,129.03895,179.675375
108.395575,129.05525,179.74105
108.4264,129.089475,179.918975
108.458475,129.17235,180.0094
108.485125,129.1888,180.20415
108.51,129.2331,180.3022
108.52305,129.761525,180.95575
108.5423,129.920175,181.20475
108.56985,130.166425,181.312175
108.593675,130.2201,181.579375
108.601775,131.1346,181.65
108.60965,131.681325,181.9773
108.638075,131.693825,183.4648
108.65785,131.720575,183.92645
108.691875,131.7654,186.4373
108.70855,131.77405,186.793425
108.7422,131.837475,187.45985
108.76695,131.857375,189.2037
108.79525,131.880925,193.307325
108.820175,131.940375,193.78195
108.846475,131.986325,195.768925
108.871625,132.020975,196.5865
108.896025,132.070225,197.234475
108.942725,132.10945,198.672975
108.9733,132.1389,
109.007525,132.18695,
109.033475,132.219425,
109.091475,132.2593,
109.12045,132.381275,
109.15335,132.3998,
109.17495,132.435725,
109.190625,132.482725,
109.240475,132.5628,
109.255125,132.5978,
109.258075,132.629225,
109.31115,132.658675,
109.343875,132.68185,
109.385725,132.745275,
109.441825,132.782675,
109.523175,132.906275,
109.642175,132.9286,
110.542975,132.958475,
111.0006,133.004175,
111.048625,133.065375,
111.07475,133.11595,
111.147575,133.1261,
111.17235,133.1441,
111.330525,133.157325,
111.422625,133.2111,
111.479075,133.347875,
111.5372,133.3675,
111.6168,133.4033,
111.656225,133.440375,
111.7187,133.484025,
113.482575,133.5337,
113.51625,133.571025,
113.534675,133.5985,
113.5534,133.620275,
113.576625,133.67655,
113.5881,133.694725,
113.600375,133.7183,
113.612275,133.74025,
113.629675,133.759925,
113.647625,133.77265,
113.671325,133.838,
113.68785,133.912625,
113.70745,133.943675,
113.7241,134.05605,
113.746025,134.074275,
113.76365,134.093125,
113.805775,134.2176,
113.82965,134.3953,
113.855725,134.4615,
113.875425,134.507425,
113.891175,134.5565,
113.910825,134.573075,
113.935875,134.60775,
113.94565,134.8173,
113.96925,134.83575,
113.9877,134.853625,
114.011725,134.87545,
114.0321,134.93945,
114.06275,134.9797,
114.090175,134.986725,
114.120125,135.027625,
114.13855,135.029425,
114.1706,135.061525,
114.2153,135.1039,
114.246175,135.1614,
114.2756,135.199675,
114.313875,135.238925,
114.326875,135.257625,
114.36025,135.281,
114.3802,135.301875,
114.401725,135.31765,
114.417275,135.34395,
114.4465,135.431825,
114.4748,135.4495,
114.4964,135.468425,
114.521175,135.512825,
114.5398,135.541525,
114.56275,135.561775,
114.600325,135.6919,
114.62305,135.727175,
114.637075,135.843625,
114.663225,135.862475,
114.7112,135.897525,
114.7468,135.91905,
114.77155,135.95835,
114.8081,135.975375,
114.82755,136.00535,
114.8575,136.026275,
114.90435,136.1217,
114.940175,136.122875,
114.971225,136.226875,
115.007325,136.239425,
115.0357,136.27545,
115.0618,136.3257,
115.09275,136.3822,
115.129025,136.41525,
115.157475,136.427875,
115.1917,136.476575,
115.2256,136.488375,
115.31365,136.524375,
117.186025,136.542775,
117.34835,136.653325,
117.36925,136.6968,
117.3947,136.7142,
117.419775,136.729175,
117.4394,136.765325,
117.4519,136.80215,
117.476875,136.895525,
117.49095,136.93785,
117.5136,136.961525,
117.53765,136.97345,
117.561625,137.07675,
117.57605,137.0967,
117.58045,137.11485,
117.59705,137.1772,
117.615025,137.19925,
117.6435,137.212925,
117.679475,137.279025,
117.692325,137.340675,
117.7059,137.38075,
117.730625,137.413775,
117.753175,137.436625,
117.763275,137.456725,
117.79385,137.4996,
117.808425,137.50205,
117.8417,137.534,
117.87425,137.562525,
117.89345,137.598625,
117.9298,137.6164,
117.956775,137.709575,
117.9801,137.73995,
117.9943,137.804375,
118.02795,137.836475,
118.04975,138.011875,
118.08215,138.04325,
118.120625,138.121825,
118.14535,138.144325,
118.173875,138.20445,
118.19825,138.2317,
118.2294,138.277375,
118.3089,138.308675,
118.382575,138.3322,
118.44895,138.3759,
118.49575,138.4085,
118.546425,138.4618,
118.575425,138.557975,
118.66435,138.588975,
120.98885,138.61465,
121.026375,138.64285,
121.047575,138.67895,
121.07145,138.7496,
121.13045,138.768475,
121.214875,138.82545,
121.30645,138.85865,
121.484475,138.883125,
121.597325,138.91335,
122.1916,138.94895,
122.2178,138.963475,
122.2321,138.979225,
122.2463,139.02555,
122.26585,139.06515,
122.2792,139.09915,
122.2985,139.219975,
122.315,139.26565,
122.33345,139.306325,
122.364025,139.389775,
122.3895,139.459025,
122.4139,139.491725,
122.44135,139.652875,
122.48265,141.0733,
122.499875,141.114275,
122.535775,141.13115,
122.60005,141.145325,
122.6484,141.15995,
122.68935,141.18975,
122.76825,141.2028,
122.8276,141.213725,
122.868575,141.224425,
122.911775,141.23395,
122.96135,141.245775,
123.01365,141.267675,
123.090175,141.3274,
123.1229,141.34215,
123.172,141.362975,
123.21825,141.408675,
123.280575,141.46735,
123.320825,141.49595,
123.364,141.516525,
123.444075,141.545775,
123.4959,141.59395,
123.5348,141.69305,
123.56325,141.746325,
123.637775,141.77945,
123.69885,141.86085,
123.763975,142.1548,
123.78775,142.98695,
123.836675,143.3047,
123.86255,143.326575,
123.9204,143.3461,
123.94355,143.365,
124.027275,143.38345,
124.05155,143.402725,
124.0737,143.417975,
124.0999,143.451175,
124.145,143.4665,
124.22695,143.48275,
124.26645,143.537825,
124.301175,143.556575,
124.36975,143.565925,
124.4058,143.58065,
124.455375,143.599775,
124.474525,143.640925,
124.528375,143.659675,
124.56015,143.697875,
124.608,143.7128,
124.673575,143.73575,
124.714975,143.748075,
124.76735,143.76795,
124.812975,143.8055,
124.8467,143.819025,
124.889225,143.854275,
124.9783,143.8721,
125.031875,143.9449,
125.070025,143.969775,
125.106975,144.0051,
125.137175,144.02335,
125.1777,144.0417,
125.222675,144.071475,
125.262625,144.1151,
125.3095,144.316325,
125.385625,144.3197,
125.422275,144.343075,
125.444175,144.350175,
125.481375,144.470625,
125.4989,144.5628,
125.5432,144.6247,
125.58665,144.72485,
125.65805,144.960675,
125.731575,145.214975,
125.7987,145.6074,
125.882825,146.3839,
127.842175,146.599525,
127.891725,146.61985,
127.91815,146.640625,
127.94635,146.656675,
127.9729,146.6884,
127.988975,146.70515,
128.005875,146.724125,
128.018175,146.748425,
128.04905,146.761275,
128.060425,146.773425,
128.09065,146.80325,
128.10705,146.81435,
128.13075,146.83055,
128.1495,146.8737,
128.1518,146.8848,
128.16435,146.900725,
128.19895,146.919525,
128.22545,146.9339,
128.2576,146.94755,
128.277,146.973525,
128.320025,146.984275,
128.347575,147.023925,
128.3717,147.038075,
128.41015,147.051975,
128.455575,147.073775,
128.47425,147.09645,
128.5018,147.1135,
128.53595,147.158875,
128.56245,147.17965,
128.6183,147.24625,
128.6728,147.26415,
128.747425,147.2695,
128.807,147.304825,
128.835675,147.32455,
128.87335,147.329625,
128.898775,147.40645,
128.930475,147.425525,
128.94795,147.4432,
128.988375,147.46805,
129.035475,147.501925,
129.0644,147.52755,
129.122,147.546875,
129.1743,147.63795,
129.19515,147.7014,
129.23205,147.756275,
129.255925,147.783675,
129.304375,147.8444,
129.352375,147.897075,
129.371375,147.91585,
129.398475,147.93565,
129.4375,147.95005,
129.497725,147.991825,
129.5758,148.06405,
129.653575,148.1074,
129.7109,148.1327,
129.748525,148.18635,
129.808175,148.29335,
129.872725,148.720875,
129.930325,149.65615,
129.958025,149.758125,
130.0013,150.101525,
130.08805,150.114525,
130.151375,150.1584,
130.186925,150.182775,
130.235725,150.20235,
131.69655,150.2236,
131.737725,150.23755,
131.759675,150.26175,
131.790275,150.281175,
131.802825,150.297925,
131.8335,150.316775,
131.848875,150.32965,
131.89385,150.35515,
131.915175,150.370075,
131.92845,150.45215,
131.966675,150.46935,
131.9826,150.522,
132.012525,150.53965,
132.029275,150.564725,
132.048225,150.60345,
132.069775,150.62615,
132.09475,150.679825,
132.110225,150.757725,
132.15175,150.80375,
132.175625,150.907375,
132.1992,150.951225,
132.22595,150.97045,
132.23785,151.02415,
132.2646,151.09275,
132.2879,151.2867,
132.315675,151.38205,
132.343775,151.447625,
132.38745,151.4655,
